nID_SubjectOrganJoin;sName_UA;sID_UA
1168;Відділ фінансів, бухгалтерського обліку та звітності;40800 00 05
1168;Відділ митного аудиту;40800 00 06
1168;Відділ організації митного контролю;40800 00 07
1168;Відділ митного оформлення N 1;40800 00 08
1168;М/п "Вадул-Сірет";40802 00 00
1168;П/п "Порубне - Сірет";40802 03 00 (416)
1168;Відділ митного оформлення N 1 митного поста "Вадул-Сірет";40802 03 01
1168;Відділ митного оформлення N 2 митного поста "Вадул-Сірет";40802 03 02
1168;Відділ митного оформлення N 3 митного поста "Вадул-Сірет";40802 03 03
1168;Відділ митного оформлення N 4 митного поста "Вадул-Сірет";40802 03 04
1168;П/п "Вадул-Сірет - Вікшани" (станція "Вадул-Сірет");40802 02 00 (126)
1168;Відділ митного оформлення N 5 митного поста "Вадул-Сірет";40802 02 05
1168;Сектор митного оформлення N 1 митного поста "Вадул-Сірет";40802 00 06
1168;Сектор митного оформлення N 2 митного поста "Вадул-Сірет";40802 00 07
1168;Сектор митного оформлення N 3 митного поста "Вадул-Сірет";40802 00 08
1168;М/п "Кельменці";40803 00 00
1168;П/п "Кельменці - Ларга" (станція "Ларга");40803 13 00 (127)
1168;П/п "Кельменці - Ларга";40803 14 00 (117)
1168;Відділ митного оформлення N 1 митного поста "Кельменці";40803 00 01
1168;Відділ митного оформлення N 2 митного поста "Кельменці";40803 00 02
1168;М/п "Чернівці";40804 00 00
1168;П/п "Чернівці - аеропорт";40804 01 00 (130)
1168;М/п "Мамалига";40805 00 00
1168;П/п "Мамалига - Крива";40805 15 00 (117)
1168;Відділ митного оформлення N 2 митного поста "Мамалига";40805 15 02
1168;П/п "Мамалига - Крива" (станція "Мамалига");40805 16 00 (127)
1168;Відділ митного оформлення N 1 митного поста "Мамалига";40805 16 01
1168;М/п "Россошани";40806 00 00
1168;П/п "Россошани - Брічень";40806 12 00 (117)
1168;М/п "Сокиряни";40807 00 00
1168;П/п "Сокиряни - Окниця";40807 09 00 (117)
1168;П/п "Сокиряни - Окниця" (станція "Сокиряни");40807 10 00 (127)
1168;Сектор митного оформлення митного поста "Сокиряни";40807 10 01
1168;П/п "Вашківці - Гріменкеуць";40807 11 00 (217)
1168;Відділ митного оформлення митного поста "Сокиряни";40807 11 02
1169;Служба боротьби с контрабандою та порушеннями митних правил;50000 00 01
1169;Відділ кадрової роботи;50000 00 02
1169;Відділ митних платежів;50000 00 03
1169;Відділ митних інформаційних технологій;50000 00 04
1169;Відділ митного аудиту;50000 00 05
1169;Відділ організації митного контролю;50000 00 06
1169;Господарсько-експлуатаційний відділ;50000 00 07
1169;М/п "Григорівка";50001 00 00
1169;П/п "Морський торговельний порт "Южний"";50001 01 00 (150)
1169;Відділ митного оформлення N 1 митного поста "Григорівка";50001 01 01
1169;Відділ митного оформлення N 2 митного поста "Григорівка";50001 01 02
1169;Пункт контролю "Визирка";50001 40 00 (150)
1169;М/п "Одеса - аеропорт";50003 00 00
1169;П/п "Одеса";50003 03 00 (130)
1169;Відділ митного оформлення N 1 митного поста "Одеса - аеропорт";50003 03 01
1169;Відділ митного оформлення N 2 митного поста "Одеса - аеропорт";50003 03 02
1169;М/п "Іллічівськ";50004 00 00
1169;П/п "Іллічівський морський торговельний порт";50004 04 00 (150)
1169;Відділ митного оформлення N 1 митного поста "Іллічівськ";50004 04 06
1169;Відділ митного оформлення N 2 митного поста "Іллічівськ";50004 00 01
1169;Відділ митного оформлення N 3 митного поста "Іллічівськ";50004 04 03
1169;П/п "Іллічівський судноремонтний завод";50004 05 00 (150)
1169;Сектор митного оформлення відділу митного оформлення N 3 митного поста "Іллічівськ";50004 05 04
1169;П/п "Іллічівський рибний порт";50004 06 00 (150)
1169;Відділ митного оформлення N 4 митного поста "Іллічівськ";50004 06 05
1169;М/п "Одеса - порт";50006 00 00
1169;Відділ митного оформлення N 1 митного поста "Одеса - порт";50006 00 01
1169;Пункт контролю через державний кордон для вантажних перевезень на території контейнерного терміналу залізничної станції "Одеса - Ліски" Одеської залізниці;50006 08 00 (150)
1169;Відділ митного оформлення N 2 митного поста "Одеса - порт";50006 08 04
1169;П/п "Одеський морський торговельний порт";50006 07 00 (150)
1169;Відділ митного оформлення N 3 митного поста "Одеса - порт";50006 07 02
1169;Відділ митного оформлення N 4 митного поста "Одеса - порт";50006 07 03
1169;Відділ митного оформлення N 5 митного поста "Одеса - порт";50006 07 05
1169;М/п "Ізмаїл";50007 00 00
1169;П/п "Ізмаїльський морський торговельний порт";50007 12 00 (150)
1169;П/п "Ізмаїл - аеропорт";50007 19 00 (130)
1169;П/п "Рені - Джюрджюлешть";50007 14 00 (117)
1169;П/п "Долинське - Чішмікіой";50007 15 00 (217)
1169;П/п "Ренійський морський торговельний порт";50007 16 00 (150)
1169;П/п "Рені - Джюрджюлешть" (станція "Рені");50007 17 00 (127)
1169;П/п "Фрікацей - Етулія" (станція "Фрікацей");50007 18 00 (127)
1169;Відділ митного оформлення N 1 митного поста "Ізмаїл";50007 00 02
1169;П/п "Табаки - Мирне";50007 09 00 (117)
1169;П/п "Нові Трояни - Чадир-Лунга";50007 10 00 (117)
1169;П/п "Виноградівка - Вулкенєшть";50007 11 00 (117)
1169;Пункт контролю "Болград";50007 20 00 (127)
1169;Відділ митного оформлення N 2 митного поста "Ізмаїл";50007 00 03
1169;П/п "Усть-Дунайський морський торговельний порт";50007 13 00 (150)
1169;Відділ митного оформлення N 3 митного поста "Ізмаїл";50007 13 04
1169;М/п "Білгород-Дністровський";50008 00 00
1169;П/п "Білгород-Дністровський морський торговельний порт";50008 21 00 (150)
1169;П/п "Старокозаче - Тудора";50008 22 00 (117)
1169;Відділ митного оформлення N 1 митного поста "Білгород-Дністровський";50008 22 02
1169;П/п "Маяки - Удобне - Паланка";50008 23 00 (117)
1169;Відділ митного оформлення N 2 митного поста "Білгород-Дністровський";50008 23 03
1169;П/п "Серпневе 1 - Басараб'яска";50008 24 00 (117)
1169;П/п "Малоярославець 1 - Чадир-Лунга";50008 25 00 (217)
1169;П/п "Лісне - Сеіць";50008 26 00 (217)
1169;Пункт контролю "Карабуцени";50008 27 00 (127)
1169;Відділ митного оформлення N 3 митного поста "Білгород-Дністровський";50008 00 04
1169;М/п "Роздільна";50009 00 00
1169;П/п "Лиманське";50009 33 00 (130)
1169;П/п "Кучурган - Первомайськ";50009 28 00 (117)
1169;Відділ митного оформлення N 1 митного поста "Роздільна";50009 28 04
1169;П/п "Градинці - Незавертайлівка";50009 30 00 (217)
1169;Сектор митного оформлення відділу митного оформлення N 1 митного поста "Роздільна";50009 30 05
1169;П/п "Кучурган - Новосавицьке" (станція "Кучурган");50009 29 00 (127)
1169;Відділ митного оформлення N 2 митного поста "Роздільна";50009 29 06
1169;П/п "Великоплоське - Мелеєшть";50009 31 00 (217)
1169;П/п "Слов'яносербка - Ближній Хутір";50009 32 00 (217)
1169;Відділ митного оформлення N 3 митного поста "Роздільна";50009 00 07
1169;М/п "Котовськ";50010 00 00
1169;П/п "Платонове - Гоянул Ноу";50010 38 00 (117)
1169;Відділ митного оформлення N 1 митного поста "Котовськ";50010 38 06
1169;П/п "Олексіївка - Вадул Туркулуй";50010 34 00 (217)
1169;Відділ митного оформлення N 2 митного поста "Котовськ";50010 34 01
1169;П/п "Станіславка - Веренкеу";50010 37 00 (217)
1169;Відділ митного оформлення N 3 митного поста "Котовськ";50010 37 04
1169;П/п "Тимкове - Броштень";50010 35 00 (217)
1169;Відділ митного оформлення N 4 митного поста "Котовськ";50010 35 02
1169;П/п "Слобідка - Кобасна" (станція "Слобідка");50010 36 00 (127)
1169;Відділ митного оформлення N 5 митного поста "Котовськ";50010 36 03
1169;П/п "Йосипівка - Колосово";50010 39 00 (217)
1169;Відділ митного оформлення N 6 митного поста "Котовськ";50010 39 05
1169;М/п "Одеса - спеціалізований";50011 00 00
1170;Служба боротьби з контрабандою та порушеннями митних правил;50400 00 01
1170;Відділ кадрової роботи;50400 00 02
1170;Відділ митних платежів;50400 00 03
1170;Відділ митних інформаційних технологій;50400 00 04
1170;Відділ організації митного контролю;50400 00 05
1170;М/п "Дніпро-Бузький";50401 00 00
1170;П/п "Дніпро-Бузький морський торговельний порт";50401 05 00 (150)
1170;М/п "Октябрський";50402 00 00
1170;П/п "Спеціальний морський порт "Октябрський"";50402 06 00 (150)
1170;П/п "ЗАТ "Миколаївський калійний термінал";50402 07 00 (150)
1170;Пункт контролю "Суднобудівний завод "Океан";50402 10 00 (150)
1170;М/п "Первомайськ";50404 00 00
1170;М/п "Миколаїв - морський";50405 00 00
1170;Відділ митного оформлення N 1 митного поста "Миколаїв - морський";50405 00 01
1170;П/п "Миколаївський морський торговельний порт";50405 02 00 (150)
1170;П/п "Миколаївський річковий порт";50405 03 00 (140)
1170;П/п "Порт "Очаків"";50405 04 00 (150)
1170;П/п "ТОВ "Сільськогосподарське підприємство "Нібулон""";50405 08 00 (150)
1170;Пункт контролю "Миколаївське морське агенство";50405 11 00 (150)
1170;М/п "Варварівка";50406 00 00
1170;М/п "Костянтинівка";50407 00 00
1170;П/п "Миколаїв - аеропорт";50407 01 00 (130)
1170;П/п "Аеропорт "Кульбакіне"";50407 09 00 (130)
1171;Служба боротьби з контрабандою та порушеннями митних правил;50800 00 01
1171;Сектор кадрової роботи;50800 00 02
1171;Відділ митних платежів;50800 00 03
1171;Відділ митних інформаційних технологій;50800 00 04
1171;Відділ організації митного контролю;50800 00 05
1171;М/п "Каховка";50801 00 00
1171;М/п "Скадовськ";50803 00 00
1171;П/п "Скадовський морський торговельний порт";50803 03 00 (150)
1171;М/п "Херсон - порт";50804 00 00
1171;П/п "Херсонський морський торговельний порт";50804 01 00 (150)
1171;П/п "Херсонський річковий порт";50804 02 00 (140)
1171;М/п "Херсон - центральний";50805 00 00
1172;Служба боротьби з контрабандою та порушеннями митних правил;60000 00 01
1172;Відділ митних платежів;60000 00 02
1172;Відділ митних інформаційних технологій;60000 00 03
1172;Відділ організації митного контролю;60000 00 04
1172;М/п "Євпаторія";60002 00 00
1172;П/п "Євпаторійський морський порт";60002 02 00(150)
1172;Пункт контролю - база буріння та облаштування управління розвідувального та експлуатаційного буріння ДАТ "Чорноморнафтогаз" (оз. Панське бухти Ярилгач, Каркінітська затока Чорного моря);60002 16 00 (150)
1172;М/п "Ялта";60005 00 00
1172;П/п "Ялтинський морський торговельний порт";60005 06 00 (150)
1172;М/п "Феодосія";60006 00 00
1172;П/п "Феодосійський морський торговий порт";60006 04 00 (150)
1172;Пункт контролю "Акваторія Феодосійського судномеханічного заводу";60006 05 00 (150)
1172;М/п "Красноперекопськ";60008 00 00
1172;М/п "Сімферополь - аеропорт";60009 00 00
1172;П/п "Аеропорт "Сімферополь"";60009 01 00 (130)
1172;П/п "Аеродром "Гвардійське"";60009 07 00 (130)
1172;П/п "Аеродром "Саки"";60009 08 00 (130)
1172;П/п "Аеродром "Джанкой"";60009 09 00 (130)
1172;Відділ митного оформлення N 1 митного поста "Сімферополь - аеропорт";60009 00 01
1172;Відділ митного оформлення N 2 митного поста "Сімферополь - аеропорт";60009 00 02
1172;М/п "Керч";60010 00 00
1172;П/п "Керченський морський порт "Камиш - Бурун"";60010 10 00 (150)
1172;П/п "Керченський рибний порт";60010 11 00 (150)
1172;П/п "Керченський морський торговельний порт";60010 12 00 (150)
1172;П/п "Акваторія ВАТ "Суднобудівельний завод "Залив""";60010 13 00 (150)
1172;П/п "Аеропорт "Керч"";60010 14 00 (130)
1172;П/п "Крим";60010 15 00 (161)
1172;Відділ митного оформлення N 1 митного поста "Керч";60010 00 01
1172;Відділ митного оформлення N 2 митного поста "Керч";60010 00 02
1172;Сектор митного оформлення N 1 відділу митного оформлення N 2 митного поста "Керч";60010 00 03
1172;Сектор митного оформлення N 2 відділу митного оформлення N 2 митного поста "Керч";60010 00 04
1172;Відділ митного оформлення N 3 митного поста "Керч";60010 00 05
1172;М/п "Сімферополь - центральний";60011 00 00
1173;Служба боротьби з контрабандою та порушеннями митних правил;70000 00 01
1173;Відділ митних платежів;70000 00 02
1173;Відділ митних інформаційних технологій;70000 00 03
1173;Відділ організації митного контролю;70000 00 04
1173;Відділ митного аудиту;70000 00 05
1173;Господарсько-експлуатаційний відділ;70000 00 06
1173;М/п "Горлівка";70001 00 00
1173;М/п "Краматорськ";70002 00 00
1173;М/п "Артемівськ";70003 00 00
1173;Сектор митного оформлення митного поста "Артемівськ";70003 00 01
1173;М/п "Донецьк - аеропорт";70004 00 00
1173;П/п "Донецьк";70004 01 00 (130)
1173;М/п "Слов'янськ";70005 00 00
1173;М/п "Азовсталь";70008 00 00
1173;М/п "Новоазовськ";70009 00 00
1173;П/п "Новоазовськ - Весело-Вознесенка";70009 05 00 (111)
1173;М/п "Сартана";70010 00 00
1173;М/п "Маріуполь - аеропорт";70011 00 00
1173;П/п "Маріуполь";70011 06 00 (130)
1173;М/п "Азов - порт";70012 00 00
1173;П/п "Маріупольський морський порт комбінату "Азовсталь"";70012 07 00 (150)
1173;П/п "Маріупольський морський торговельний порт";70012 08 00 (150)
1173;Відділ митного оформлення N 1 митного поста "Азов - порт";70012 08 01
1173;Відділ митного оформлення N 2 митного поста "Азов - порт";70012 08 02
1173;Пункт контролю "Азовський судноремонтний завод";70012 09 00 (150)
1173;М/п "Донецьк - північний";70013 00 00
1173;М/п "Донецьк - південно-східний";70014 00 00
1173;М/п "Донецьк - спеціалізований";70015 00 00
1173;М/п "Єнакієве";70016 00 00
1173;М/п "Маринівка";70017 00 00
1173;П/п "Маринівка - Куйбишево";70017 04 00 (111)
1173;М/п "Успенка";70018 00 00
1173;П/п "Успенка - Матвєєв-Курган";70018 03 00 (111)
1173;М/п "Костянтинівка";70019 00 00
1173;М/п "Норд";70020 00 00
1173;М/п "Харцизьк";70021 00 00
1173;М/п "Іловайськ";70022 00 00
1173;П/п "Квашине - Успенська" (станція "Квашине");70022 02 00 (121)
1173;Пункт контролю "Іловайськ";70022 11 00 (121)
1173;Відділ митного оформлення митного поста "Іловайськ";70022 11 01
1174;Служба боротьби з контрабандою та порушеннями митних правил;70200 00 01
1174;Відділ кадрової роботи;70200 00 02
1174;Відділ митних платежів;70200 00 03
1174;Відділ митних інформаційних технологій;70200 00 04
1174;Відділ організації митного контролю;70200 00 05
1174;Відділ фінансів, бухгалтерського обліку та звітності;70200 00 06
1174;Відділ митного аудиту;70200 00 07
1174;Господарсько-експлуатаційний відділ;70200 00 08
1174;М/п "Алчевськ";70202 00 00
1174;Сектор митного оформлення митного поста "Алчевськ";70202 00 01
1174;М/п "Довжанський";70207 00 00
1174;П/п "Должанський - Новошахтинськ";70207 02 00 (111)
1174;Сектор митного оформлення N 1 митного поста "Довжанський";70207 02 01
1174;Сектор митного оформлення N 2 митного поста "Довжанський";70207 02 02
1174;Сектор митного оформлення N 3 митного поста "Довжанський";70207 02 03
1174;Сектор митного оформлення N 4 митного поста "Довжанський";70207 02 04
1174;М/п "Червона Могила";70209 00 00
1174;П/п "Червона Могила - Гуково" (станція "Красна Могила");70209 03 00 (121)
1174;Сектор митного оформлення N 1 митного поста "Червона Могила";70209 03 01
1174;Сектор митного оформлення N 2 митного поста "Червона Могила";70209 03 02
1174;Сектор митного оформлення N 3 митного поста "Червона Могила";70209 03 03
1174;Сектор митного оформлення N 4 митного поста "Червона Могила";70209 03 04
1174;М/п "Красний Луч";70211 00 00
1174;М/п "Свердловськ";70213 00 00
1174;М/п "Красна Талівка";70214 00 00
1174;П/п "Красна Талівка - Волошине";70214 04 00 (111)
1174;Сектор митного оформлення N 1 митного поста "Красна Талівка";70214 04 01
1174;Сектор митного оформлення N 2 митного поста "Красна Талівка";70214 04 02
1174;Сектор митного оформлення N 3 митного поста "Красна Талівка";70214 04 03
1174;Сектор митного оформлення N 4 митного поста "Красна Талівка";70214 04 04
1174;М/п "Ізварине";70215 00 00
1174;П/п "Ізварине - Донецьк";70215 05 00 (111)
1174;Сектор митного оформлення N 1 митного поста "Ізварине";70215 05 01
1174;Сектор митного оформлення N 2 митного поста "Ізварине";70215 05 02
1174;Сектор митного оформлення N 3 митного поста "Ізварине";70215 05 03
1174;Сектор митного оформлення N 4 митного поста "Ізварине";70215 05 04
1174;М/п "Червонопартизанськ";70216 00 00
1174;П/п "Червонопартизанськ - Гуково";70216 07 00 (111)
1174;Сектор митного оформлення N 1 митного поста "Червонопартизанськ";70216 07 01
1174;Сектор митного оформлення N 2 митного поста "Червонопартизанськ";70216 07 02
1174;Сектор митного оформлення N 3 митного поста "Червонопартизанськ";70216 07 03
1174;Сектор митного оформлення N 4 митного поста "Червонопартизанськ";70216 07 04
1174;М/п "Старобільськ";70217 00 00
1174;М/п "Сєвєродонецьк";70218 00 00
1174;Сектор митного оформлення N 1 митного поста "Сєвєродонецьк";70218 00 01
1174;Сектор митного оформлення N 2 митного поста "Сєвєродонецьк";70218 00 02
1174;Сектор митного оформлення N 3 митного поста "Сєвєродонецьк";70218 00 03
1174;М/п "Лисичанськ";70219 00 00
1174;Сектор митного оформлення митного поста "Лисичанськ";70219 00 01
1174;М/п "Луганськ - центральний";70220 00 00
1174;Сектор митного оформлення N 1 митного поста "Луганськ - центральний";70220 00 01
1174;Сектор митного оформлення N 2 митного поста "Луганськ - центральний";70220 00 02
1174;П/п "Луганськ";70220 01 00 (130)
1174;Сектор митного оформлення N 3 митного поста "Луганськ - центральний";70220 01 03
1174;М/п "Мілове";70221 00 00
1174;П/п "Мілове - Чертково";70221 08 00 (211)
1174;М/п "Просяне";70222 00 00
1174;П/п "Просяне - Бугайовка";70222 10 00 (111)
1174;Сектор митного оформлення N 1 митного поста "Просяне";70222 10 01
1174;Сектор митного оформлення N 2 митного поста "Просяне";70222 10 02
1174;Сектор митного оформлення N 3 митного поста "Просяне";70222 10 03
1174;Сектор митного оформлення N 4 митного поста "Просяне";70222 10 04
1174;М/п "Дьоміно-Олександрівка";70223 00 00
1174;П/п "Дьоміно-Олександрівка - Валуйки";70223 11 00 (211)
1174;П/п "Лантратівка - роз'їзд Вистріл" (станція "Лантратівка");70223 14 00 (121)
1174;Сектор митного оформлення митного поста "Дьоміно-Олександрівка";70223 14 01
1174;М/п "Новобіла";70224 00 00
1174;П/п "Новобіла - Новобіла";70224 12 00 (211)
1174;М/п "Танюшівка";70225 00 00
1174;П/п "Танюшівка - Ровеньки";70225 13 00 (111)
1175;Служба боротьби з контрабандою та порушеннями митних правил;80500 00 01
1175;Відділ кадрової роботи;80500 00 02
1175;Відділ митних платежів;80500 00 03
1175;Відділ митних інформаційних технологій;80500 00 04
1175;Відділ організації митного контролю;80500 00 05
1175;Відділ митного аудиту;80500 00 06
1175;М/п "Юнаківка";80502 00 00
1175;П/п "Юнаківка - Суджа";80502 01 00 (111)
1175;М/п "Білопілля";80506 00 00
1175;П/п "Рижівка - Тьоткіно";80506 04 00 (211)
1175;М/п "Велика Писарівка";80508 00 00
1175;П/п "Велика Писарівка - Грайворон";80508 06 00 (111)
1175;Відділ митного оформлення "Краснопілля" митного поста "Велика Писарівка";80508 00 01
1175;П/п "Покровка - Колотиловка";80508 02 00 (211)
1175;П/п "Пушкарне - Ілек-Пеньковка" (станція "Пушкарне");80508 03 00 (221)
1175;М/п "Хутір-Михайлівський";80510 00 00
1175;Відділ митного оформлення N 1 митного поста "Хутір-Михайлівський";80510 00 01
1175;П/п "Зернове - Суземка" (станція "Зернове");80510 10 00 (121)
1175;Пункт контролю на станції "Хутір-Михайлівський";80510 12 00(121)
1175;М/п "Конотоп";80511 00 00
1175;Відділ митного оформлення "Конотоп" митного поста "Конотоп";80511 00 01
1175;Пункт контролю на станції "Конотоп";80511 11 00 (121)
1175;П/п "Волфіне - Глушково" (пункт контролю на станції "Ворожба");80511 05 00 (221)
1175;Відділ митного оформлення "Ворожба" митного поста "Конотоп";80511 05 02
1175;М/п "Бачівськ";80512 00 00
1175;П/п "Бачівськ - Троєбортне";80512 08 00 (111)
1175;М/п "Суми - центральний";80513 00 00
1175;П/п "Суми - аеропорт";80513 07 00 (130)
1175;Сектор митного оформлення митного поста "Суми - центральний";80513 00 01
1175;М/п "Катеринівка ";80514 00 00
1175;П/п "Катеринівка - Крупець";80514 09 00 (111)
1175;М/п "Шостка";80515 00 00
1175;М/п "Тростянець";80516 00 00
1175;М/п "Ромни";80517 00 00
1176;Служба боротьби з контрабандою та порушеннями митних правил;80600 00 01
1176;Відділ митних платежів;80600 00 02
1176;Сектор контролю за класифікацією та кодуванням товарів відділу митних платежів;80600 00 03
1176;Сектор контролю за визначенням країни походження товарів відділу митних платежів;80600 00 04
1176;Сектор контролю за нарахуванням митних платежів відділу митних платежів;80600 00 05
1176;Сектор контролю за правильністю визначення митної вартості товарів відділу митних платежів;80600 00 06
1176;Відділ митних інформаційних технологій;80600 00 07
1176;Відділ організації митного контролю;80600 00 08
1176;М/п "Кременчук";80601 00 00
1176;М/п "Лтава";80602 00 00
1177;Служба боротьби з контрабандою та порушеннями митних правил;80700 00 01
1177;Відділ кадрової роботи;80700 00 02
1177;Відділ митних платежів;80700 00 03
1177;Відділ митних інформаційних технологій;80700 00 04
1177;Відділ організації митного контролю;80700 00 05
1177;Відділ фінансів, бухгалтерського обліку та звітності;80700 00 06
1177;М/п "Куп'янськ";80701 00 00
1177;Сектор митного оформлення "Вантажний" митного поста "Куп'янськ";80701 00 01
1177;П/п "Тополі - Валуйки";80701 02 00 (121)
1177;Пункт контролю "Куп'янськ - Вузловий";80701 21 00 (121)
1177;Відділ митного оформлення "Тополі" митного поста "Куп'янськ";80701 00 02
1177;П/п "Піски - Логачівка";80701 04 00 (211)
1177;Відділ митного оформлення "Піски" митного поста "Куп'янськ";80701 04 03
1177;Пункт контролю "Куп'янськ - Сортувальний";80701 22 00 (121)
1177;Сектор митного оформлення "Сортувальний" митного поста "Куп'янськ";80701 22 04
1177;М/п "Харків - аеропорт";80703 00 00
1177;П/п "Харків - аеропорт";80703 07 00 (130)
1177;П/п "Сокольники";80703 08 00 (130)
1177;М/п "Харків - центральний";80710 00 00
1177;Сектор митного оформлення "Ліски" митного поста "Харків - центральний";80710 00 01
1177;Сектор митного оформлення "Харків - енергетичний" митного поста "Харків - центральний";80710 00 02
1177;М/п "Харків - автомобільний";80711 00 00
1177;М/п "Харків - сортувальний";80712 00 00
1177;Пункт контролю "Харків - Сортувальний";80712 14 00 (121)
1177;М/п "Харків - пасажирський";80713 00 00
1177;Пункт контролю "Харків - Пасажирський";80713 15 00 (121)
1177;П/п "Одноробівка - Головчино";80713 16 00 (221)
1177;М/п "Гоптівка";80714 00 00
1177;П/п "Гоптівка - Нехотєєвка";80714 18 00 (111)
1177;М/п "Плетенівка";80715 00 00
1177;П/п "Плетенівка - Шебекіно";80715 19 00 (111)
1177;П/п "Вовчанськ - Нежеголь";80715 20 00 (221)
1177;М/п "Козача Лопань";80716 00 00
1177;П/п "Козача Лопань - Долбіно";80716 17 00 (121)
1177;М/п "Пісочин";80717 00 00
1177;Сектор митного оформлення "Харків - поштовий" митного поста "Пісочин";80717 00 01
1177;М/п "Чугунівка";80718 00 00
1177;П/п "Чугунівка - Вериговка";80718 03 00 (211)
1178;Служба боротьби з контрабандою та порушеннями митних правил;90100 00 01
1178;Сектор кадрової роботи;90100 00 02
1178;Відділ митних платежів;90100 00 03
1178;Відділ митних інформаційних технологій;90100 00 04
1178;Відділ організації митного контролю;90100 00 05
1178;М/п "Олександрія";90103 00 00
1178;Сектор митного оформлення "Світловодськ" митного поста "Олександрія";90103 00 01
1178;М/п "Кіровоград - центральний";90105 00 00
1178;Сектор митного оформлення "Побузьке" митного поста "Кіровоград - центральний";90105 00 01
1179;Служба боротьби з контрабандою та порушеннями митних правил;90200 00 01
1179;Відділ кадрової роботи;90200 00 02
1179;Відділ митних платежів;90200 00 03
1179;Відділ митних інформаційних технологій;90200 00 04
1179;Відділ організації митного контролю;90200 00 05
1179;М/п "Умань";90203 00 00
1179;Сектор митного оформлення N 1 у м. Монастирищі митного поста "Умань";90203 00 01
1179;М/п "Сміла";90204 00 00
1179;Сектор митного оформлення N 1 у м. Корсунь-Шевченківський митного поста "Сміла";90204 00 01
1179;Сектор митного оформлення N 2 у м. Звенигородка митного поста "Сміла";90204 00 02
1179;М/п "Черкаси - південний";90205 00 00
1179;П/п "Аеропорт - Черкаси";90205 01 00 (130)
1179;М/п "Черкаси - північний";90206 00 00
