nID;nID_Subject_Source;sID_Private_Source;sName
501;471;63.18;Трубы и муфты асбестоцементные
502;471;63.19;Сантехника
503;471;63.19.1;Сантехника керамическая
504;471;63.19.2;Водопроводная система
505;471;63.19.3;Канализационная система
506;471;63.20;ПРОДУКЦИЯ ФАНЕРНОГО ПРОИЗВОДСТВА, ПЛИТЫ
507;471;63.21;Материалы асфальтовые
508;471;63.22;Камень брусчатый для дорожных покрытий
509;471;63.23;кровельный материал
510;471;64.01;ЖБИ
511;471;65.01;Стекло строительное и материалы отделочные из стекла
512;471;65.02;Стекло техническое
513;471;66.01;Мебель
514;471;67.01;ПРОДУКЦИЯ ТРИКОТАЖНОЙ ПРОМЫШЛЕННОСТИ
515;471;67.02;Сырье для трикотажной промышленности
516;471;67.03;Запчасти для трикотажной промышленности
517;471;68.01;Спецодежда
518;471;68.02;Спецобувь
519;471;68.03;СИЗ
520;471;68.04;Ткани
521;471;68.05;Рукава фильтровальные. Фильтрующие элементы
522;471;69.01;МЕДИКАМЕНТЫ И ПРОДУКЦИЯ МЕДИЦИНСКОГО НАЗНАЧЕНИЯ
523;471;69.01.01;Лекарственные средства, продукция медицинского назначения
524;471;69.01.02;Медоборудование, комплектующие
525;471;70.01;Бытовая техника
526;471;71.01;Лабораторная посуда
527;471;71.02;Лабораторные приборы и оборудование, расходные материалы (тест-полоски)
528;471;71.03;Лабораторная мебель
529;471;71.04;Лабораторные приборы
530;471;72.01;Автохимия
531;471;73.01;Банковская техника
532;471;73.02;Расходные материалы к банковской технике
533;471;73.03;Сейфы
534;471;73.03.01;Металлическая мебель
535;471;74.01;Канцтовары
536;471;74.02;Штампы и печати
537;471;75.01;Типографская продукция
538;471;76.01;Полиграфия
539;471;77.01;рекламная продукция
540;471;77.02;рекламные услуги
541;471;77.03;мобильное выставочное и торговое оборудование
542;471;77.04;ОРГАНИЗАЦИЯ ДОРОЖНОГО ДВИЖЕНИЯ
543;471;77.05;автоаксессуары
544;471;77.06;Упаковка и маркировка товара
545;471;78.01;утилизация автошин
546;471;78.02;утилизация аккумуляторных батарей
547;471;78.03;УТИЛИЗАЦИЯ металлолом
548;471;78.04;утилизация ламп
549;471;79.01;Взрывчатые вещества
550;471;8.00;Новогодние подарки
551;471;80.01;Оборудование для изготовления картонной и бумажной тары с печатными текстами и рисунками
552;471;80.02;Оборудование для разлива и фасовки
553;471;81.01;Хозинвентарь
554;471;81.01.01;Лестницы
555;471;81.02;Строительный инвентарь
556;471;81.03;Дезинфицирующие и моющие средства
557;471;81.04;Гигиенические средства
558;471;81.05;Оборудование для уборки
559;471;82.01;Выполнение буровых и буровзрывных работ
560;471;83.01;Услуги по дератизации и дезинфекции
561;471;83.02;Услуги по стирке рабочей спецодежды
562;471;84.00;Охрана и сопровождение грузов
563;471;84.01;охрана и сопровождение любых грузов по автомобильной дороге
564;471;84.02;Системы охранной безопасности
565;471;84.03;Физическая охрана объектов
566;471;85.00;ЭКСПЕРТИЗА И ПАСПОРТИЗАЦИЯ (ПЛАС)
567;471;85.01;ЭКСПЕРТИЗА И ПАСПОРТИЗАЦИЯ (зданий и сооружений)
568;471;85.02;ЭКСПЕРТИЗА И ПАСПОРТИЗАЦИЯ (механизмов и автокранов)
569;471;85.03;ЭКСПЕРТИЗА И ПАСПОРТИЗАЦИЯ (металлических конструкций и кранов)
570;471;85.04;ЭКСПЕРТИЗА И ПАСПОРТИЗАЦИЯ (различного оборудования)
571;471;85.05;ЭКСПЕРТИЗА И ПАСПОРТИЗАЦИЯ (электроустановок)
572;471;86.00;ЭКОЛОГИЯ (ОВОС)
573;471;86.01;Инвентаризация и паспортизация источников
574;471;86.02;Услуги в области экологии (разработка проектов санзоны)
575;471;86.03;Услуги в области экологии (аудит)
576;471;86.03.01;Энергоаудит
577;471;86.04;Услуги в области экологии (утилизация отходов)
578;471;86.05;Услуги в области экологии (инвентаризация стоков)
579;471;86.06;Медицинское обследование физических лиц
580;471;87.00;Сертификация
581;471;87.01;Юстирование
582;471;87.02;Госпроверка
583;471;87.03;Калибровка
584;471;87.04;Аттестация
585;471;88.01;Проектирование установок пожарной сигнализации
586;471;88.02;Монтаж установок пожарной сигнализации
587;471;88.03;Наладка установок пожарной сигнализации
588;471;88.04;Техническое обслуживание установок пожарной сигнализации
589;471;88.04.01;Монтаж и техническое обслуживание средств противопожарной защиты
590;471;88.04.02;Защита огнезащитными материалами зданий и конструкций
591;471;88.04.03;Защита огнезащитными материалами кабелной продукции
592;471;88.04.04;Защита огнезащитными материалами деревянных конструкций
593;471;88.05;Водолазные работы
594;471;88.06;Картография
595;471;89.01;Помывка окон
596;471;89.02;Валка деревьев
597;471;89.03;Мойка фасадов
598;471;9.01;Рельс и рельсовые скрепления
599;471;9.02;Продукция шпалопиления, РШР
600;471;9.03;стрелочные переводы и их комплектующие
601;471;9.04;ж/д крепеж (кроме позиций Дружковского метизного завода)
602;471;90.00;Независимая оценка недвежимого имущества
603;471;90.01;Независимая оценка машин и оборудования, автотранспорта
604;471;90.02;Независимая оценка товаров в обороте
605;471;90.03;Независимая оценка целых имущественных комплексов
606;471;90.04;Независимая оценка нематериальных активов
607;471;90.05;Независимая оценка земельных участков
608;471;90.06;Независимая оценка материального ущерба
609;471;91.00;Обучение
610;471;92.00;Очистка и промывка труб канализации
611;471;93.00;Системы управления качеством
612;471;94.00;Промышленный альпинизм
613;471;95.00;Электроизмерительные работы
614;471;96.00;Сборные жилые и производственные модули
615;471;97.00;Дизайн помещений, ландшафтный дизайн
616;471;98.00;Детские площадки
617;471;99.00;Демонтаж
618;471;99.01;Аренда строительной техники
619;471;;Изыскательские работы для строительства
620;471;1.00.00;Инженерно-геодезические
621;471;1.01.00;Инженерно-геологические
622;471;1.02.00;Инженерно-гидрометеорологические
623;471;1.03.00;Для рационального использования и охраны окружающей среды
624;471;1.04.00;Специализированные
625;471;1.05.00;Изыскания для зданий, сооружений и инженерных сетей в соответствии с классами последствий (ответственности): класс СС3 — значительные последствия, СС2 — средние последствия, СС1 — незначительные последствия
626;471;1.06.00;Разработка градостроительной документации
627;471;2.00.00;Схемы планирования территорий
628;471;2.01.00;Генеральные планы населенных пунктов
629;471;2.02.00;Детальные планы территорий
630;471;2.03.00;Проекты застройки территорий
631;471;2.04.00;Инженерной инфраструктуры населенных пунктов
632;471;2.05.00;Инженерная защита территорий, гражданская оборона
633;471;2.06.00;Транспортной инфраструктуры населенных пунктов
634;471;2.07.00;Охраны окружающей среды
635;471;2.08.00;Проектирование объектов архитектуры
636;471;3.00.00;Проектирование жилых зданий и гостиниц
637;471;3.01.01;Проектирование общественных зданий и сооружений
638;471;3.01.02;Проектирование зданий и сооружений промышленных предприятий
639;471;3.02.01;Проектирование инженерных сооружений
640;471;3.02.02;Проектирование зданий и сооружений сельскохозяйственного назначений, лесничества и рыбного хозяйства
641;471;3.02.03;Проектирование горных сооружений
642;471;3.02.04;Проектирование энергетических сооружений и комплексов
643;471;3.02.05;Проектирование гидротехнических сооружений и комплексов
644;471;3.02.06;Проектирование специальных зданий и сооружений военного, оборонного назначения, правохранительных органов и гражданской обороны
645;471;3.03.00;Проектирование объектов экспериментального строительства
646;471;3.04.00;Проектирование транспортных сетей, сооружений и комплексов
647;471;3.05.00;Проектирование железнодорожных путей
648;471;3.05.01;Проектирование дорог автомобильных
649;471;3.05.02;Проектирование мостов, путепроводов, переходов
650;471;3.05.03;Проектирование аэродромов и вертодромов
651;471;3.05.04;Проектирование тоннелей и метрополитенов
652;471;3.05.05;Проектирование местного транспорта
653;471;3.05.06;Проектирование вертикального транспорта (лифты, эскалаторы, подъемники и т.д.)
654;471;3.05.07;Проектирование магистральных нефте-газопроводов, сооружений и оборудования
655;471;3.06.00;Реставрация, консервация, ремонтные работы, реабилитация памятников культурного наследия
656;471;3.07.00;Конструирование несущих и ограждающих конструкций
657;471;3.08.00;Класс последствий (ответственности) объекта проектирования: класс СС3 — значительные последствия, класс СС2 — средние последствия, класс СС1 — незначительные последствия
658;471;3.09.00;Условия проектирования: обычные, территории с повышенной сейсмичностью, территории со сложными инженерно-геологическими условиями
659;471;3.10.00;Проектирование внутренних инженерных сетей и систем
660;471;3.11.00;Проектирование внутренних сетей водопровода и канализации
661;471;3.11.01;Проектирование внутренних сетей отопления
662;471;3.11.02;Проектирование внутренних сетей вентиляции и кондиционирования воздуха
663;471;3.11.03;Проектирование внутренних сетей газоснабжения и газооборудования
664;471;3.11.04;Проектирование внутренних сетей холодоснабжения промышленного
665;471;3.11.05;Проектирование внутренних сетей электроснабжения, электрооборудования и электроосвещения
666;471;3.11.06;Проектирование автоматизации и контрольно-измерительных приборов
667;471;3.11.07;Проектирование внутренних сетей связи, сигнализации, радио, телевидения, информационных
668;471;3.11.08;Проектирование внутренних сетей технологических сетей и систем
669;471;3.11.09;Проектирование внешних инженерных сетей, систем и сооружений
670;471;3.12.00;Проектирование внешних сетей водоснабжения
671;471;3.12.01;Проектирование внешних сетей канализации
672;471;3.12.02;Проектирование внешних сетей тепловых сетей
673;471;3.12.03;Проектирование внешних сетей газоснабжения
674;471;3.12.04;Проектирование внешних сетей электроснабжения и электрооборудования
675;471;3.12.05;Проектирование внешних сетей связи, сигнализации, радио, телевидения, информационных
676;471;3.12.06;Класс последствий (ответственности) внешних инженерных сетей, систем и сооружений объекта проектирования: класс СС3 — значительные последствия, класс СС2 — средние последствия, класс СС1 — незначительные последствия
677;471;3.12.07;Технологическое проектирование
678;471;3.13.00;Строительные и монтажные работы
679;471;4.00.00;Разработка грунтов, устройство грунтовых сооружений
680;471;4.01.00;Устройство оснований и фундаментов сборных и монолитных
681;471;4.02.00;Устройство фундаментов с применением свай
682;471;4.03.00;Устройство фундаментов, что выполняются специальными способами
683;471;4.04.00;Возведение металлических конструкций
684;471;4.05.00;Возведение сборных бетонных и железобетонных конструкций
685;471;4.06.00;Возведение монолитных бетонных, железобетонных и армоцементных конструкций
686;471;4.07.00;Возведение каменных и армокаменных конструкций
687;471;4.08.00;Возведение деревянных конструкций
688;471;4.09.00;Монтаж инженерных сооружений
689;471;4.10.00;Монтаж магистральных нефте-газопроводов, сооружений и оборудования
690;471;4.11.00;Строительство гидротехнических сооружений и комплексов
691;471;4.12.00;Выполнение подводно-технических работ
692;471;4.13.00;Разработка горных сооружений и комплексов
693;471;4.14.00;Реставрация, консервация, ремонтные работы, реабилитация памятников культурного наследия
694;471;4.15.00;Монтаж технологического оборудования
695;471;4.16.00;Выполнение пусконаладочных работ (определяется лицензиатом по видам технологического оборудования)
696;471;4.17.00;Класс последствий (ответственности) объектов строительства: класс СС3 — значительные последствия, класс СС2 — средние последствия, класс СС1 — незначительные последствия
697;471;4.18.00;Условия строительства: обычные, территории повышенной сейсмичности, территории со сложными инженерно-геологическими условиями
698;471;4.19.00;Монтаж инженерных сетей
699;471;5.00.00;Монтаж внутренних инженерных сетей, систем, приборов и средств измерения
700;471;5.01.00;Монтаж внутренних сетей водопровода и канализации
701;471;5.01.01;Монтаж внутренних сетей отопления
702;471;5.01.02;Монтаж внутренних сетей вентиляции и кондиционирования воздуха
703;471;5.01.03;Монтаж внутренних сетей газоснабжения и газооборудования
704;471;5.01.04;Монтаж внутренних технологических трубопроводов
705;471;5.01.05;Монтаж внутренних сетей холодоснабжения промышленного
706;471;5.01.06;Монтаж внутреннего электроснабжения, электрооборудования и электроосвещения
707;471;5.01.07;Монтаж внутренних сетей автоматизации и контрольно-измерительных приборов
708;471;5.01.08;Монтаж внутренних сетей связи, сигнализации, радио, телевидения, информационных (монтаж)
709;471;5.01.09;Монтаж внешних инженерных сетей, систем, приборов и средств измерения
710;471;5.02.00;Монтаж внешних сетей водоснабжения
711;471;5.02.01;Монтаж внешних инженерных сетей канализации
712;471;5.02.02;Монтаж внешних инженерных сетей тепловых и горячего водоснабжения
713;471;5.02.03;Монтаж внешних инженерных сетей газоснабжения
714;471;5.02.04;Монтаж внешних инженерных сетей магистральных продуктопроводов
715;471;5.02.05;Монтаж внешних инженерных сетей электроснабжения и электроосвещения
716;471;5.02.06;Монтаж внешних инженерных сетей связи, сигнализации, радио, телевидения, информационных
717;471;5.02.07;Класс последствий (ответственности) инженерных сетей, систем и сооружений объекта проектирования: класс СС3 — значительные последствия, класс СС2 — средние последствия, класс СС1 — незначительные последствия
718;471;5.02.08;Строительство транспортных сооружений
719;471;6.00.00;Железнодорожных путей
720;471;6.01.00;Дорог автомобильных
721;471;6.02.00;Мостов, путепроводов, переходов
722;471;6.03.00;Аэродромов и вертодромов
723;471;6.04.00;Тоннелей и метрополитенов
724;471;6.05.00;Местного транспорта
725;471;6.06.00;Вертикального транспорта (лифты, эскалаторы, подъемники и т.д.)
726;471;6.07.00;Класс последствий (ответственности)транспортных сооружений: класс СС3 — значительные последствия, класс СС2 — средние последствия, класс СС1 — незначительные последствия
727;471;6.08.00;Условия строительства: обычные, территории повышенной сейсмичности, территории со сложными инженерно-геологическими условиями
728;471;6.09.00;Инжениринговая деятельность в сфере строительства
729;471;7.00.00;Генеральный разработчик в проектировании (в соответствии с разделом 3.00.00)
730;471;7.01.00;Технический осмотр и оценка строительных конструкций зданий сооружений и инженерных сетей
731;471;7.02.00;Обследование и оценка технического состояния строительных конструкций зданий, сооружений и инженерных сетей (определение параметров и характеристик материалов и конструкций с применением специального оборудования, приборов и аппаратуры на объектах и в лабораториях)
732;471;7.03.00;Генеральный подрядчик в строительстве
733;471;7.04.00;Проект производства строительных работ
734;471;7.05.00;Прочие работы, не вошедшие в лицензионный перечень
735;471;8.00.00;Остекление (алюминиевые и металопластиковые к-ции)
736;471;8.01.00;Фасадные работы
737;471;8.02.00;Устройство кровли
738;471;8.03.00;Внутренняя отделка помещений
739;471;8.04.00;Защита к-ций, оборудования и сетей
740;471;8.05.00;Гидроизоляционная
741;471;8.05.01;Теплоизоляционная
742;471;8.05.02;Антикоррозионная
743;471;8.05.03;Электрическая и электрохимическая
